Аптека;Товар;Изготовитель;Страна;Штрихкод;Цена розничная;Цена закупочная;Цена завода с НДС;Цена реестра;Остаток;Сумма опт;Срок годности;Серия;Сертификат;Дата сертификата;Орган сертификации;Срок действия сертификата;Регистрационные номер;НГТД;Номер документа поставщика;Дата документа поставщика;Документ поставки;Поставщик;НДС;Наценка;Группа;Отдел
Аптека №210;Аторвастатин 10мг таб п/о №30;Вертекс;Россия;4607003247690;197;154;146,01;199,17;3;462;01.08.2019;140817;РОСС RU.ФМ03.Д27743;07.09.2017;ОЦС СЗ;01.08.2019;;;646937-17;23.11.2017;Приход от поставщика №646937-17;Катрен НПК АО;10;29,450037668653;ЖНВЛС;1;
Аптека №210;Гептрал 0,4 фл+р-ль пор д/и №5;Фамар Хелс Кеа Сервисез Мадрид;Франция;8002660000187;1779;1621,5;1539,68;1403,57;1;1621,5;31.03.2020;76625TB22/75501PC;РОСС FR.ФМ15.Д43014;05.10.2017;ОЦКК;31.03.2020;;10013040/051017/0002285/001;646937-17;23.11.2017;Приход от поставщика №646937-17;Катрен НПК АО;10;10,229398316533;ЖНВЛС,Стоп Цена;1;
Аптека №210;Граммидин нео д/расс таб №18;ВалентаФармацевтика;Россия;4602193010772;254;192,915;192,91;0;1;192,915;01.04.2019;560317;РОСС RU.ФМ11.Д83604;26.04.2017;ФОРМАТ КАЧЕСТВА,ООО;01.04.2019;;;646937-17;23.11.2017;Приход от поставщика №646937-17;Катрен НПК АО;10;31,664204442371;;1;
Аптека №210;Детралекс 500мг таб п/о №60;Лаборатории Сервье Индастри/ООО Сердикс;Франция/Россия;4607159860873;1434;1300,35;1300,35;0;2;2600,7;01.03.2021;0660317;РОСС RU.ФМ08.Д61256;11.05.2017;ОЦКК;01.03.2021;;;646937-17;23.11.2017;Приход от поставщика №646937-17;Катрен НПК АО;10;10,278002076364;Стоп Цена;1;
Аптека №210;Ко-парнавел 0,625мг+ 2мг 1+1 таб №30;Озон;Россия;4607027765873;429;357,32;357,32;0;1;357,32;01.03.2019;020216;РОСС RU.ФМ05.Д61574;02.11.2016;ОЦС, г.Екатеринбург;01.03.2019;;;646937-17;23.11.2017;Приход от поставщика №646937-17;Катрен НПК АО;10;20,060450016792;;1;
Аптека №210;Лизиноприл 0,005 №30 таб;Вертекс;Россия;4607003244040;79;61,6;61,2;66,63;2;123,2;01.07.2020;110717;РОСС RU.ФМ03.Д26733;10.08.2017;ОЦС СЗ;01.07.2020;;;646937-17;23.11.2017;Приход от поставщика №646937-17;Катрен НПК АО;10;28,43137254902;ЖНВЛС;1;
Аптека №210;Лопедиум 2мг капс №10;Салютас Фарма ГмбХ;германия;4030855000890;31;22,57;21,49;19,58;1;22,57;01.11.2021;GY5542;РОСС DE.ФМ08.Д60440;02.05.2017;ОЦКК;01.11.2021;;10130060/040517/0008053/05;646937-17;23.11.2017;Приход от поставщика №646937-17;Катрен НПК АО;10;39,227547696603;ЖНВЛС;1;
Аптека №210;Лориста н 100 12,5мг+100мг таб п/о №90;КРКА;Словения;3838989634971;699;607,61;607,61;0;1;607,61;01.07.2020;NE3577;РОСС SI.PA01.Д99657;29.08.2017;Росаккредитация;01.07.2020;;10013040/290817/0001331/3;646937-17;23.11.2017;Приход от поставщика №646937-17;Катрен НПК АО;10;15,040897944405;;1;
Аптека №210;Мовалис 0,015/1,5мл в/м р-р амп №5 >53;Берингер Ингельхайн;Германия;9006968002293;654;569,51;569,51;0;2;1139,02;31.03.2022;727271A;РОСС ES.ФМ08.Д80573;26.10.2017;ОЦКК;31.03.2022;;10013140/011117/0007582/2;646937-17;23.11.2017;Приход от поставщика №646937-17;Катрен НПК АО;10;14,835560394023;;1;
Аптека №210;Протекта шип таб №20;КендиЛТД;Болгария;3800003318594;1209;1051,655;1051,66;0;2;2103,31;01.03.2020;1703015;RU.77.99.88.003.Е.005418.04.15;08.04.2015;ФС Роспотребнадзора;01.01.1900;;10404054/121017/0012602/1;646937-17;23.11.2017;Приход от поставщика №646937-17;Катрен НПК АО;18;14,961655676053;Стоп Цена;2;
Аптека №210;Стевия плюс заменитель сахара 100мг №150 (БАД);ФармВИЛАР;Россия;4607029580139;190;145,84;145,84;0;1;145,84;01.09.2019;120917;RU.77.99.11.003.E.001839.02.15;03.02.2015;ФС Роспотребнадзора;01.01.1900;;;646937-17;23.11.2017;Приход от поставщика №646937-17;Катрен НПК АО;18;30,279758639605;;2;
Аптека №210;Суматролид Солюшн Таблетс 500мг дисперг таб №3;Озон;Россия;4607027768300;274;220,69;207,9;193,96;2;441,38;01.03.2020;010217;РОСС RU.ФМ05.Д78327;20.02.2017;ОЦС, г.Екатеринбург;01.03.2020;;;646937-17;23.11.2017;Приход от поставщика №646937-17;Катрен НПК АО;10;25,642135642136;ЖНВЛС;1;
Аптека №210;Тораксол солюшн табл 0,03г дисперг таб №10;Озон;Россия;4607027765378;149;118,51;107,8;98,36;1;118,51;01.04.2020;020317;РОСС RU.ФМ05.Д85389;04.04.2017;ОЦС, г.Екатеринбург;01.04.2020;;;646937-17;23.11.2017;Приход от поставщика №646937-17;Катрен НПК АО;10;28,283858998145;ЖНВЛС;1;
Аптека №210;Тораксол Солюшн Таблетс таб диспер 60мг №10;Озон;Россия;4607027765385;169;138,34;125,83;114,39;3;415,02;01.05.2020;010417;РОСС RU.РА01.Д92649;27.04.2017;Росаккредитация;01.05.2020;;;646937-17;23.11.2017;Приход от поставщика №646937-17;Катрен НПК АО;10;24,366402021792;ЖНВЛС;1;
Аптека №210;Тригрим 5мг таб №30;Польфарма Фармацевтический завод С.А.;Польша;5903060004559;314;258,1;258,1;0;3;774,3;01.07.2020;10717;РОСС PL.ФВ14.Д51668;25.09.2017;Техкачество,ЗАО;01.07.2020;;10013042/270917/0002039/2;646937-17;23.11.2017;Приход от поставщика №646937-17;Катрен НПК АО;10;21,658271987602;;1;
Аптека №210;Тридерм мазь 15г;Шеринг плау;Бельгия;4250369506354;759;659,51;659,51;0;1;659,51;01.10.2018;6NJDA18001;РОСС BE.ФМ15.Д23716;19.12.2016;ОЦКК;01.10.2018;;10130032/231216/0011509/2;646937-17;23.11.2017;Приход от поставщика №646937-17;Катрен НПК АО;10;15,085442222256;;1;
Аптека №210;Цитофлавин 15мг №50;ПОЛИСАН НТФФ, ООО;Россия;4603191000208;454;373,022;395,65;359,68;2;746,044;01.05.2020;1750517;РОСС RU.ФМ03.Д26925;17.08.2017;ОЦС СЗ;01.05.2020;;;646937-17;23.11.2017;Приход от поставщика №646937-17;Катрен НПК АО;10;20,467182950501;ЖНВЛС;1;
Аптека №210;9 месяцев омегамама 0,7г капс №30 (БАД);Валента Фармацевтика/Хаско-Лек;Польша;4602193010703;564;435;435;0;1;435;01.08.2019;010817;RU.77.99.11.003.Е.000858.01.15;23.01.2015;ФС Роспотребнадзора;01.01.1900;;10013130/061017/0004532;646937-17;23.11.2017;Приход от поставщика №646937-17;Катрен НПК АО;18;29,655172413793;ЖНВЛС;2;
Аптека №210;АЦЦ Лонг 600мг таб шип №10;Hermes Arzneimittel Gmbh/Salutas Pharma;Германия;4030855000012;379;294,865;281,46;311,12;1;294,865;01.01.2020;GV2990;РОСС DE.ФM08.Д69497;24.07.2017;ООО "Окружной центр контроля качества" г. Москва;01.01.2020;;10013060/200717/0001;КЗН00556606;24.11.2017;Приход от поставщика №КЗН00556606;Пульс Казань ООО;10;29,892347047538;ЖНВЛС;1;
Аптека №210;Бетадин 200мг свечи ваг №14;Эгис;Венгрия;5995327165370;554;459,35;0;0;1;459,35;01.02.2022;2163N0217;РОСС HU.ФM08.Д61414;11.05.2017;ООО "Окружной центр контроля качества" г. Москва;01.02.2022;;10130130/150517/0006;КЗН00556606;24.11.2017;Приход от поставщика №КЗН00556606;Пульс Казань ООО;10;20,605203004245;;1;
Аптека №210;Бетадин 200мг свечи ваг №7;Эгис;Венгрия;5995327115375;434;358,75;0;0;1;358,75;01.05.2022;2234N0517;РОСС HU.ФM08.Д68468;14.07.2017;ООО "Окружной центр контроля качества" г. Москва;01.05.2022;;10013140/180717/0000;КЗН00556606;24.11.2017;Приход от поставщика №КЗН00556606;Пульс Казань ООО;10;20,975609756098;;1;
Аптека №210;Гербион сироп подорожника 150мл;КРКА;СЛОВЕНИЯ;3838989513139;279;231,83;0;0;1;231,83;01.06.2020;Z77172;РОСС SI.ФМ15.Д42490;28.09.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;01.06.2020;;10013042/280917/0002;КЗН00556606;24.11.2017;Приход от поставщика №КЗН00556606;Пульс Казань ООО;10;20,346805849114;;1;
Аптека №210;Ирунин 100мг капс №10;Верофарм;Россия;4602930006396;629;542,76;0;0;1;542,76;01.02.2020;10117;РОСС RU.МД07.Д02564;28.02.2017;ООО ОРГАН ПО СЕРТИФИКАЦИИ ПРОДУКЦИИ "ФАРМХИМТЕК";01.02.2020;;;КЗН00556606;24.11.2017;Приход от поставщика №КЗН00556606;Пульс Казань ООО;10;15,889159112683;;1;
Аптека №210;Кординик 10мг таб №60;Пик-фарма ПРО;Россия;4630016120070;419;345,135;0;0;1;345,135;01.08.2019;F050717E;РОСС RU.ФВ14.Д48423;11.08.2017;ОС ЗАО "Техкачество";01.08.2019;;;КЗН00556606;24.11.2017;Приход от поставщика №КЗН00556606;Пульс Казань ООО;10;21,401770321758;ЖНВЛС;1;
Аптека №210;Мовалис 7,5мг /мелоксикам/ таб №20;Берингер Ингельхайн;Греция;9006968007205;644;559,27;0;0;1;559,27;01.01.2020;744017;РОСС GR.ФM08.Д62887;24.05.2017;ООО "Окружной центр контроля качества" г. Москва;31.01.2020;;10130130/240517/0007;КЗН00556606;24.11.2017;Приход от поставщика №КЗН00556606;Пульс Казань ООО;10;15,150106388685;;1;
Аптека №210;Новокаин 20мг/мл 2мл амп №10;Дальхимфарм;Россия;4602824001292;21;15,926666666667;14,36;13,05;1;15,926666666667;01.03.2020;320217;РОСС RU.ФМ05.Д82638;20.03.2017;ООО " Окружной центр сертификации" г. Екатеринбург;01.03.2020;;;КЗН00556606;24.11.2017;Приход от поставщика №КЗН00556606;Пульс Казань ООО;10;35,341924997097;ЖНВЛС;1;
Аптека №210;Флуимуцил 600мг таб шип №10;Замбон switzerland;Швейцария;4603619000131;145;109,14;121,97;110,99;1;109,14;01.06.2020;351891;РОСС CH.ФМ11.Д89899;13.07.2017;ООО "ФОРМАТ КАЧЕСТВА";01.06.2020;;10013140/120717/0000;КЗН00556606;24.11.2017;Приход от поставщика №КЗН00556606;Пульс Казань ООО;10;29,400672296466;ЖНВЛС;1;
Аптека №210;Флуимуцил 600мг таб шип №10;Замбон;Швейцария;4603619000636;464;362,88;411;373,64;1;362,88;01.02.2020;349689;РОСС CH.ФВ14.Д38996;28.03.2017;ОС ЗАО "Техкачество";01.02.2020;;10130060/270317/0005;КЗН00556606;24.11.2017;Приход от поставщика №КЗН00556606;Пульс Казань ООО;10;24,603406326034;ЖНВЛС;1;
Аптека №210;Эвкалипт-М д/рассас таб №20;Херкель Б.В./ Натур Продукт Европа Б.В.;Нидерланды;4601372001648;179;136,05;0;0;1;136,05;01.06.2020;067270617;РОСС NL.ФМ15.Д39999;23.08.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;01.06.2020;;10013042/240817/0001;КЗН00556606;24.11.2017;Приход от поставщика №КЗН00556606;Пульс Казань ООО;10;31,56927600147;;1;
Аптека №210;Энтерол 250мг капс №30;Биокодекс;Франция;3583316669309;554;460,93;0;0;1;460,93;01.11.2019;1887;РОСС FR.ФM08.А03496;05.04.2017;ООО "Окружной центр контроля качества" г. Москва;01.01.1900;;10130130/150317/0003;КЗН00556606;24.11.2017;Приход от поставщика №КЗН00556606;Пульс Казань ООО;10;20,191786171436;;1;
Аптека №210;Зубная щетка аквафреш фэмили средняя;ЭмЭсДжей Брашиз;Германия;5999518577553;51;35,06;35,06;0;1;35,06;01.01.2022;012022;POCC IN.АВ29.Д41843;30.12.2015;АВ29;29.12.2020;;10013060/170717/0001140/07;650485-17;24.11.2017;Приход от поставщика №650485-17;Катрен НПК АО;18;45,464917284655;;2;
Аптека №210;Вазобрал таб №30;Кьези Фармацевтичи С.п.А.;Россия;4601669008145;1044;904,17;904,17;0;1;904,17;01.03.2021;1056691;РОСС RU.ФМ05.Д97262;03.07.2017;ОЦС, г.Екатеринбург;01.03.2021;;;650485-17;24.11.2017;Приход от поставщика №650485-17;Катрен НПК АО;10;15,465012110554;Стоп Цена;1;
Аптека №210;Вентолин 100мкг/доза 200доз аэр;Глаксо Вэллком Продакшен;Франция;4607008131857;158;122,89;117,98;107,41;1;122,89;01.07.2019;FJ2M;РОСС FR.ФМ08.Д75764;18.09.2017;ОЦКК;01.07.2019;;10013140/190917/0004820/01;650485-17;24.11.2017;Приход от поставщика №650485-17;Катрен НПК АО;10;29,759281234108;ЖНВЛС;1;
Аптека №210;Лактофильтрум 500мг таб №30;Авва Рус;Россия;4607003669010;264;219,88;219,88;0;1;219,88;04.05.2020;1170517;РОСС RU.МП25.Д84547;17.05.2017;Центр Экспертфарм ООО;04.05.2020;;;650485-17;24.11.2017;Приход от поставщика №650485-17;Катрен НПК АО;10;20,065490267419;;1;
Аптека №210;Пантенол спрей 190г;Арго, ООО;Россия;4607147330067;259;206,32;206,32;0;1;206,32;01.06.2019;062019;RU Д-RU.АЕ56.В.05811;25.04.2017;АГ56;24.04.2020;;;650485-17;24.11.2017;Приход от поставщика №650485-17;Катрен НПК АО;18;25,533152384645;;2;
Аптека №210;Ранекса 1000мг таб п/о №60;Менарини-Фон Хейден ГмбХ;Германия;4013054020661;3506;3186,94;3186,94;0;1,25;3983,675;01.02.2021;78003;РОСС DE.ФМ11.Д94531;12.09.2017;ФОРМАТ КАЧЕСТВА,ООО;01.02.2021;;10013140/140917/0004488;650485-17;24.11.2017;Приход от поставщика №650485-17;Катрен НПК АО;10;10,011484370587;Делимый товар,Стоп Цена;1;
Аптека №210;Тизалуд 2мг таб №30;Верофарм;Россия;4607083726191;154;126,02;130,68;133,29;1;126,02;01.07.2019;30617;POCC RU.МД07.Д03307;28.07.2017;ФАРХИМТЕК,ООО;01.07.2019;;;650485-17;24.11.2017;Приход от поставщика №650485-17;Катрен НПК АО;10;21,41108050199;ЖНВЛС;1;
Аптека №210;Калмирекс 0,0025/мл+0,1 в/в в/м 1мл р-р амп №10;Сотекс;Россия;4605964005991;624;541,52;515,735;0;0,5;270,76;01.05.2019;100517;POCC RU.ФM11.Д88259;01.01.1900;ООО "Формат качества";01.05.2019;;;84332613-001;27.11.2017;Приход от поставщика №84332613-001;Протек ЗАО;10;15,231201063673;Делимый товар;1;
Аптека №210;Гербион сироп подорожника 150мл;КРКА;СЛОВЕНИЯ;3838989513139;289;238,8;0;0;1;238,8;01.02.2020;Z76110;РОСС SI.РА01.Д91733;01.01.1900;RA.RU.10РА01 Федеральная служба по аккредитации Росаккредитация, г.Москва;01.02.2020;;10130030/130417/0001681/1;Р-3730900;27.11.2017;Приход от поставщика №Р-3730900;СИА Интернейшнл ООО;10;21,021775544389;;1;
Аптека №210;Диклофенак ретард 100мг таб п/о №20;Акрихин;Россия;4601969007374;43;31,25;31,82;28,93;2;62,5;01.06.2020;220617;РОСС RU.ФВ14.Д45120;01.01.1900;РОСС RU.0001.11ФВ14 ЗАО "Техкачество", г.Москва;01.06.2020;;;Р-3730900;27.11.2017;Приход от поставщика №Р-3730900;СИА Интернейшнл ООО;10;36,926461345066;ЖНВЛС;1;
Аптека №210;Ибупрофен 5% гель 50г;Озон;Россия;4607027768591;76;57,815;62,77;63,39;1;57,815;01.08.2020;370717;РОСС RU.РА01.Д96988;01.01.1900;RA.RU.10РА01 Федеральная служба по аккредитации Росаккредитация, г.Москва;01.08.2020;;;Р-3730900;27.11.2017;Приход от поставщика №Р-3730900;СИА Интернейшнл ООО;10;28,970845945515;ЖНВЛС;1;
Аптека №210;Плагрил 75мг таб п/о №30;Др.Реддиc Лабораторис Лтд;Индия/Россия;8901148213517;456;382,35;372,92;718,45;2;764,7;29.02.2020;C701630;РОСС IN.ФМ15.Д38847;01.01.1900;РОСС.RU.0001.11ФМ15 ООО "Окружной Центр Контроля Качества",г.Москва;29.02.2020;;10013040/040817/0000756/2;Р-3730900;27.11.2017;Приход от поставщика №Р-3730900;СИА Интернейшнл ООО;10;19,749544138153;ЖНВЛС;1;
Аптека №210;Феспален 80мг таб п/о №30;Озон россия;Россия;4607027769710;279;231,55;231;220,2;1;231,55;01.04.2020;010317;РОСС RU.РА01.Д91355;01.01.1900;RA.RU.10РА01 Федеральная служба по аккредитации Росаккредитация, г.Москва;01.04.2020;;;Р-3730900;27.11.2017;Приход от поставщика №Р-3730900;СИА Интернейшнл ООО;10;20,541125541125;ЖНВЛС;1;
Аптека №210;9 месяцев фолиевая кислота 400мкг таб п/о №30;Валента Фармацевтика ОАО;Россия;4602193010086;129;100,375;100,25;91,14;1;100,375;01.10.2020;180917;POCC RU.ФМ11.Д95335;01.01.1900;ROCC.RU.0001.11ФМ11 ООО "Формат Качества" г.Москва;01.10.2020;;;Р-3730900;27.11.2017;Приход от поставщика №Р-3730900;СИА Интернейшнл ООО;10;28,5536159601;ЖНВЛС;1;
Аптека №210;Акридерм крем 15г;Акрихин;Россия;4601969003574;121;92,95;94,89;86,26;1;92,95;01.07.2021;1110717;РОСС RU.ФМ11.Д91741;03.08.2017;ООО "ФОРМАТ КАЧЕСТВА";01.07.2021;;;КЗН00558686;27.11.2017;Приход от поставщика №КЗН00558686;Пульс Казань ООО;10;29,561789937399;ЖНВЛС;1;
Аптека №210;Амоксиклав 875мг+125мг таб п/о №14;Лек Д.Д.;Словения;3838957398843;439;349,725;345,49;314,77;2;699,45;01.01.2019;GX5241;РОСС SI.ФM08.Д66953;30.06.2017;ООО "Окружной центр контроля качества" г. Москва;31.01.2019;;10013060/040717/0000;КЗН00558686;27.11.2017;Приход от поставщика №КЗН00558686;Пульс Казань ООО;10;25,840111146488;ЖНВЛС;1;
Аптека №210;Аторвастатин 40мг таб п/о №30;Озон;Россия;4607027766450;182;143,365;130,34;749,4;2;286,73;01.06.2020;020517;РОСС RU.РА01.Д98145;07.08.2017;РА01;01.06.2020;;;КЗН00558686;27.11.2017;Приход от поставщика №КЗН00558686;Пульс Казань ООО;10;29,641706306583;ЖНВЛС;1;
Аптека №210;Депантол свечи ваг №10;Нижфарм;Россия;4601026308918;544;452;0;0;1;452;01.03.2019;160317;РОСС RU.ФМ11.Д79269;14.03.2017;ООО "ФОРМАТ КАЧЕСТВА";02.03.2019;;;КЗН00558686;27.11.2017;Приход от поставщика №КЗН00558686;Пульс Казань ООО;10;20,353982300885;;1;
Аптека №210;Лиотон 1000МЕ/г гель 50г;Берлин-Хеми АГ/Группа Менарини;Италия;4013054003923;504;416,82;0;0;1;416,82;01.01.2022;7028A;РОСС IT.ФM08.Д64665;09.06.2017;ООО "Окружной центр контроля качества" г. Москва;31.01.2020;;10113110/110517/0056;КЗН00558686;27.11.2017;Приход от поставщика №КЗН00558686;Пульс Казань ООО;10;20,915503094861;;1;
Аптека №210;Лортенза 10 мг+100мг таб №30;КРКА-РУС, ООО;Россия;4607055138953;414;343,52;0;0;1;343,52;01.02.2019;74640217;РОСС RU.РА01.Д90245;13.03.2017;РА01;01.02.2019;;;КЗН00558686;27.11.2017;Приход от поставщика №КЗН00558686;Пульс Казань ООО;10;20,517000465766;;1;
Аптека №210;Нурофен д/д апельсин 150мл сусп;Рекитт Бенкизер;Соединенное Королевство;5000158068025;204;158,6;151,9;138,09;1;158,6;01.04.2020;DB496;РОСС IN.ФВ14.Д48587;15.08.2014;ОС ЗАО "Техкачество";30.04.2020;;10013140/160817/0002;КЗН00558686;27.11.2017;Приход от поставщика №КЗН00558686;Пульс Казань ООО;10;29,888281028842;ЖНВЛС;1;
Аптека №210;Регулон таб п/о №63;Гедеон Рихтер;Венгрия;5997001357774;1074;976,05;0;0;1;976,05;01.04.2020;T74475A;РОСС HU.ФМ15.Д43794;17.10.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;01.04.2020;;10013042/171017/0002;КЗН00558686;27.11.2017;Приход от поставщика №КЗН00558686;Пульс Казань ООО;10;10,035346549869;Стоп Цена;1;
Аптека №210;Регулон №21;Гедеон Рихтер;Венгрия;5997001357767;419;347,78;0;0;1;347,78;01.04.2020;T74477A;РОСС HU.ФМ15.Д43793;17.10.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;01.04.2020;;10013042/171017/0002;КЗН00558686;27.11.2017;Приход от поставщика №КЗН00558686;Пульс Казань ООО;10;20,4784633964;;1;
Аптека №210;Спазмалгон таб №20;Балканфарма;Болгария;3800712740112;164;122,507;0;0;6;735,042;01.05.2019;1706997;РОСС RS.ФМ15.Д37794;20.07.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;01.05.2019;;10013042/200717/0000;КЗН00558686;27.11.2017;Приход от поставщика №КЗН00558686;Пульс Казань ООО;10;33,869901311762;;1;
Аптека №210;Шприц 2мл инжект двухкомп. /игла 0,6х30 мм/;БраунБ. Мельзунген АГ;Германия;4046963890407;400;279,3;0;0;0,71;198,303;01.07.2022;17G03C8;РОСС DE.АГ58.Д01904;10.06.2016;ФГУ "НИИ ФХМ" ФМБА России;09.06.2019;;10210100/120917/0028;КЗН00558686;27.11.2017;Приход от поставщика №КЗН00558686;Пульс Казань ООО;10;43,215180809166;Делимый товар;1;
Аптека №210;Метронидазол 250мг таб №20;Борисовский ЗМП ОАО;Беларусь;4810201003597;15;11,04;9,97;9,59;2;22,08;01.11.2019;31061017;РОСС BY.ФМ08.Д81294;02.11.2017;ОЦКК;01.11.2019;;;653698-17;27.11.2017;Приход от поставщика №653698-17;Катрен НПК АО;10;39,719157472417;ЖНВЛС;1;
Аптека №210;Дрожжи пивные магний+кальций+витамин Д №100;Экко Плюс;Россия;4605052000587;136;93,15;93,15;0;1;93,15;01.07.2019;134/0717;RU.77.99.32.003.E.011823.12.14;08.12.2014;ФС Роспотребнадзора;01.01.1900;;;653698-17;27.11.2017;Приход от поставщика №653698-17;Катрен НПК АО;18;46,001073537305;;2;
Аптека №210;Солкосерил мазь 5% 20г;Легаси Фармасьютикалс;Швейцария;7680263950118;314;260,7;260,7;0;1;260,7;30.04.2022;110357;РОСС CH.ФМ09.Д05396;16.06.2017;Институт ФармБиотехнологии, г. Москва;30.04.2022;;10013060/060717/0000294/2;653698-17;27.11.2017;Приход от поставщика №653698-17;Катрен НПК АО;10;20,444955887994;;1;
Аптека №210;Эпиген интим спрей 0,1% 15мл;БраунБ. Мельзунген АГ;Испания;8470000478895;959;831,55;831,54;0;1;831,55;01.03.2020;P-3;РОСС ES.ФМ14.Д43658;25.04.2017;УОЦСЛС,ООО, г. Екатеринбург;01.03.2020;;10130060/250417/0007354/2;653698-17;27.11.2017;Приход от поставщика №653698-17;Катрен НПК АО;10;15,32679935061;Стоп Цена;1;
Аптека №210;Аджисепт таб д/рассас №24 ментол и эвкалипт;Аджио Фармацевтикалз Лтд;Индия;8901043000458;124;94,325;0;0;1;94,325;01.01.2020;10/12/7008;РОСС IN.ФM08.Д63554;30.05.2017;ООО "Окружной центр контроля качества" г. Москва;31.01.2020;;10113110/300517/0065;КЗН00561065;28.11.2017;Приход от поставщика №КЗН00561065;Пульс Казань ООО;10;31,460376358335;;1;
Аптека №210;Анти-ангин формула таб №20;Херкель Б.В./ Натур Продукт Европа Б.В.;Нидерланды;4601372001921;164;126,45666666667;0;0;1;126,45666666667;01.06.2020;059920617;РОСС NL.ФМ15.Д38300;27.07.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;01.06.2020;;10013040/270717/0000;КЗН00561065;28.11.2017;Приход от поставщика №КЗН00561065;Пульс Казань ООО;10;29,688694414424;;1;
Аптека №210;Арифон Ретард 1,5мг таб п/о №30;Лаборатории Сервье Индастри/ООО Сердикс;Франция/Россия;4607159860354;384;306,35;313,95;285,41;1;306,35;01.05.2019;0390517;РОСС RU.ФM08.Д66956;30.06.2017;ООО "Окружной центр контроля качества" г. Москва;01.05.2019;;;КЗН00561065;28.11.2017;Приход от поставщика №КЗН00561065;Пульс Казань ООО;10;24,733237776716;ЖНВЛС;1;
Аптека №210;Вазонит ретард 600мг таб №20;Г.Л. Фарма ГмбХ/Ланнахер Хайльмиттель ГмбХ;Австрия;9008732004533;404;329,81;0;0;1;329,81;01.02.2022;7C084A;РОСС АТ.ФМ15.Д41351;13.09.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;28.02.2022;;10013042/140917/0001;КЗН00561065;28.11.2017;Приход от поставщика №КЗН00561065;Пульс Казань ООО;10;22,494769715897;;1;
Аптека №210;Глицерин 2100мг свечи рект №12;Антибиотиче С.А.;Румыния;5944736009591;149;128,92;0;0;1;128,92;01.03.2020;1484;РОСС RO.ФM08.Д61131;10.05.2017;ООО "Окружной центр контроля качества" г. Москва;01.03.2020;;10130130/110517/0006;КЗН00561065;28.11.2017;Приход от поставщика №КЗН00561065;Пульс Казань ООО;10;15,575550729134;;1;
Аптека №210;Индометацин 50 Берлин-Хеми 50мг супп №10;Берлин-Хеми АГ;Германия;4013054000793;259;215,07;0;0;1;215,07;01.01.2020;71001;РОСС DE.ФМ11.Д84375;05.05.2017;ООО "ФОРМАТ КАЧЕСТВА";01.01.2020;;10130130/120517/0006;КЗН00561065;28.11.2017;Приход от поставщика №КЗН00561065;Пульс Казань ООО;10;20,425907843958;;1;
Аптека №210;Ко-перинева 1,25мг+4мг таб №30;КРКА;Россия;4607055133330;464;386,32;0;0;1;386,32;01.07.2020;82260717;РОСС RU.РА01.Д98774;16.08.2017;РА01;01.07.2020;;;КЗН00561065;28.11.2017;Приход от поставщика №КЗН00561065;Пульс Казань ООО;10;20,107682750052;;1;
Аптека №210;Мастодинон гомео таб №60;Бионорика;Германия;4029799129934;519;432,48;0;0;1;432,48;01.01.2020;0000113096;РОСС DE.ФМ15.Д40865;06.09.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;31.01.2020;;10013042/060917/0001;КЗН00561065;28.11.2017;Приход от поставщика №КЗН00561065;Пульс Казань ООО;10;20,005549389567;;1;
Аптека №210;911 угрисепт гель д/лица 100мл;Эвалар;Россия;4602242002055;354;293,86;0;0;1;293,86;01.09.2020;417056;RU.77.99.11.003.Е.006879.07.14;15.07.2014;Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека;01.01.1900;;;КЗН00561065;28.11.2017;Приход от поставщика №КЗН00561065;Пульс Казань ООО;18;20,465527802355;;2;
Аптека №210;Пирацетам 400мг капс №60;Озон;Россия;4607027765699;147;113,27;114;162,81;1;113,27;01.01.2020;531216;РОСС RU.МП25.Д72832;09.01.2017;ООО "Центр ЭКСПЕРТФАРМ";01.01.2020;;;КЗН00561065;28.11.2017;Приход от поставщика №КЗН00561065;Пульс Казань ООО;10;29,587719298246;ЖНВЛС;1;
Аптека №210;Пропанорм 150мг таб п/о №50;Про.мед.цс прага;Чехия;8595026441354;339;285,758;268,52;253,98;4;1143,032;01.08.2020;0240817;РОСС CZ.ФМ15.Д43308;10.10.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;01.08.2020;;10013042/101017/0002;КЗН00561065;28.11.2017;Приход от поставщика №КЗН00561065;Пульс Казань ООО;10;19,827945776851;ЖНВЛС;1;
Аптека №210;Равел СР 1,5мг пролонг таб п/о №30;КРКА-РУС, ООО;Россия;4607055130322;209;163,5;185,77;168,89;1;163,5;01.03.2022;75660317;РОСС RU.РА01.Д91304;06.04.2017;РА01;01.03.2022;;;КЗН00561065;28.11.2017;Приход от поставщика №КЗН00561065;Пульс Казань ООО;10;24,492652204339;ЖНВЛС;1;
